"Date","Price","Open","High","Low","Change %"
"Dec 03, 2019","120.40","120.76","120.99","120.25","-0.29%"
"Dec 02, 2019","120.75","120.61","121.06","120.52","0.07%"
"Nov 29, 2019","120.66","120.56","120.78","120.39","0.08%"
"Nov 28, 2019","120.56","120.50","120.61","120.31","0.05%"
"Nov 27, 2019","120.50","120.16","120.61","120.04","0.27%"
"Nov 26, 2019","120.17","119.96","120.27","119.93","0.18%"
"Nov 25, 2019","119.96","119.75","120.14","119.67","0.15%"
"Nov 22, 2019","119.78","120.15","120.50","119.67","-0.30%"
"Nov 21, 2019","120.14","120.27","120.60","119.94","-0.11%"
"Nov 20, 2019","120.27","120.25","120.41","119.83","0.02%"
"Nov 19, 2019","120.25","120.31","120.50","120.00","-0.07%"
"Nov 18, 2019","120.33","120.22","120.69","120.09","0.12%"
"Nov 15, 2019","120.19","119.52","120.34","119.44","0.56%"
"Nov 14, 2019","119.52","119.77","119.84","119.26","-0.22%"
"Nov 13, 2019","119.78","120.03","120.19","119.56","-0.20%"
"Nov 12, 2019","120.02","120.33","120.66","119.94","-0.25%"
"Nov 11, 2019","120.32","120.39","120.45","120.06","-0.08%"
"Nov 08, 2019","120.42","120.76","120.91","120.21","-0.28%"
"Nov 07, 2019","120.76","120.60","121.14","120.14","0.15%"
"Nov 06, 2019","120.58","120.89","120.92","120.45","-0.25%"
"Nov 05, 2019","120.88","120.79","121.30","120.62","0.05%"
"Nov 04, 2019","120.82","120.77","121.13","120.77","0.01%"
"Nov 01, 2019","120.81","120.48","120.96","120.29","0.27%"
"Oct 31, 2019","120.48","121.37","121.52","120.29","-0.73%"
"Oct 30, 2019","121.36","120.99","121.43","120.87","0.31%"
"Oct 29, 2019","120.99","120.94","121.09","120.58","0.04%"
"Oct 28, 2019","120.94","120.42","121.02","120.41","0.46%"
"Oct 25, 2019","120.39","120.64","120.83","120.36","-0.18%"
"Oct 24, 2019","120.61","120.96","121.39","120.40","-0.31%"
"Oct 23, 2019","120.98","120.69","121.08","120.39","0.24%"
"Oct 22, 2019","120.69","121.09","121.31","120.57","-0.32%"
"Oct 21, 2019","121.08","120.83","121.48","120.77","-0.03%"
"Oct 18, 2019","121.12","120.88","121.17","120.66","0.20%"
"Oct 17, 2019","120.88","120.44","121.38","120.34","0.37%"
"Oct 16, 2019","120.43","120.10","120.50","119.74","0.27%"
"Oct 15, 2019","120.10","119.56","120.25","119.13","0.45%"
"Oct 14, 2019","119.56","119.73","119.76","119.19","-0.13%"
"Oct 11, 2019","119.71","118.85","120.04","118.72","0.73%"
"Oct 10, 2019","118.84","117.91","118.98","117.58","0.79%"
"Oct 09, 2019","117.91","117.32","118.12","117.21","0.50%"
"Oct 08, 2019","117.32","117.72","118.00","117.13","-0.34%"
"Oct 07, 2019","117.72","117.39","117.91","117.02","0.26%"
"Oct 04, 2019","117.41","117.25","117.53","117.08","0.14%"
"Oct 03, 2019","117.25","117.47","117.67","117.08","-0.18%"
"Oct 02, 2019","117.46","117.76","118.02","117.31","-0.29%"
"Oct 01, 2019","117.80","117.80","118.20","117.67","-0.01%"
"Sep 30, 2019","117.81","118.06","118.23","117.53","-0.22%"
"Sep 27, 2019","118.07","117.76","118.50","117.44","0.25%"
"Sep 26, 2019","117.78","117.92","118.08","117.50","-0.14%"
"Sep 25, 2019","117.94","117.99","118.23","117.79","-0.03%"
"Sep 24, 2019","117.98","118.23","118.58","117.89","-0.20%"
"Sep 23, 2019","118.22","118.50","118.81","117.75","-0.25%"
"Sep 20, 2019","118.52","119.25","119.39","118.44","-0.62%"
"Sep 19, 2019","119.26","119.63","119.67","118.94","-0.30%"
"Sep 18, 2019","119.62","119.72","119.83","119.39","-0.09%"
"Sep 17, 2019","119.73","118.94","119.81","118.86","0.64%"
"Sep 16, 2019","118.97","119.26","119.54","118.69","-0.61%"
"Sep 13, 2019","119.70","119.61","120.02","119.53","0.09%"
"Sep 12, 2019","119.59","118.72","119.83","117.53","0.73%"
"Sep 11, 2019","118.72","118.78","119.17","118.28","-0.04%"
"Sep 10, 2019","118.77","118.46","118.80","118.26","0.24%"
"Sep 09, 2019","118.48","117.88","118.53","117.70","0.47%"
"Sep 06, 2019","117.92","118.02","118.30","117.81","-0.08%"
"Sep 05, 2019","118.02","117.39","118.64","117.25","0.51%"
"Sep 04, 2019","117.42","116.26","117.46","116.14","1.00%"
"Sep 03, 2019","116.26","116.51","116.60","115.86","-0.21%"
"Sep 02, 2019","116.50","116.81","116.84","116.33","-0.29%"
"Aug 30, 2019","116.84","117.76","117.85","116.63","-0.80%"
"Aug 29, 2019","117.78","117.56","117.94","117.28","0.19%"
"Aug 28, 2019","117.56","117.25","117.69","117.08","0.25%"
"Aug 27, 2019","117.27","117.83","117.86","117.19","-0.48%"
"Aug 26, 2019","117.83","117.50","118.21","116.54","0.31%"
"Aug 23, 2019","117.47","117.91","118.16","117.25","-0.38%"
"Aug 22, 2019","117.92","118.19","118.33","117.72","-0.23%"
"Aug 21, 2019","118.19","117.92","118.34","117.89","0.23%"
"Aug 20, 2019","117.92","118.13","118.28","117.57","-0.18%"
"Aug 19, 2019","118.13","117.99","118.49","117.86","0.14%"
"Aug 16, 2019","117.97","117.88","118.19","117.57","0.08%"
"Aug 15, 2019","117.87","117.96","118.98","117.62","-0.08%"
"Aug 14, 2019","117.97","119.23","119.28","117.78","-1.07%"
"Aug 13, 2019","119.24","118.08","119.61","117.68","0.98%"
"Aug 12, 2019","118.08","118.40","118.44","117.52","-0.24%"
"Aug 09, 2019","118.36","118.59","118.73","118.08","-0.19%"
"Aug 08, 2019","118.59","119.02","119.23","118.49","-0.36%"
"Aug 07, 2019","119.02","119.23","119.32","118.42","-0.21%"
"Aug 06, 2019","119.27","118.69","119.89","118.36","0.49%"
"Aug 05, 2019","118.69","118.39","118.94","117.67","0.23%"
"Aug 02, 2019","118.42","118.98","119.16","118.25","-0.48%"
"Aug 01, 2019","118.99","120.46","120.74","118.92","-1.22%"
"Jul 31, 2019","120.46","121.15","121.22","120.34","-0.57%"
"Jul 30, 2019","121.15","121.23","121.41","120.87","-0.07%"
"Jul 29, 2019","121.23","120.94","121.33","120.72","0.26%"
"Jul 26, 2019","120.92","121.11","121.22","120.78","-0.14%"
"Jul 25, 2019","121.09","120.52","121.39","120.03","0.47%"
"Jul 24, 2019","120.52","120.69","120.73","120.19","-0.17%"
"Jul 23, 2019","120.72","120.92","121.11","120.48","-0.17%"
"Jul 22, 2019","120.93","120.81","121.20","120.79","0.04%"
"Jul 19, 2019","120.88","121.00","121.31","120.80","-0.10%"
"Jul 18, 2019","121.00","121.17","121.25","120.78","-0.13%"
"Jul 17, 2019","121.16","121.31","121.50","121.14","-0.15%"
"Jul 16, 2019","121.34","121.50","121.72","121.09","-0.12%"
"Jul 15, 2019","121.49","121.58","121.86","121.41","-0.11%"
"Jul 12, 2019","121.62","122.11","122.26","121.49","-0.39%"
"Jul 11, 2019","122.10","122.04","122.16","121.61","0.06%"
"Jul 10, 2019","122.03","122.00","122.33","121.95","0.02%"
"Jul 09, 2019","122.00","121.94","122.14","121.83","0.07%"
"Jul 08, 2019","121.92","121.72","121.98","121.52","0.14%"
"Jul 05, 2019","121.75","121.66","122.06","121.61","0.07%"
"Jul 04, 2019","121.67","121.61","121.75","121.53","0.05%"
"Jul 03, 2019","121.61","121.74","121.85","121.30","-0.12%"
"Jul 02, 2019","121.76","122.39","122.55","121.73","-0.51%"
"Jul 01, 2019","122.39","122.70","123.36","122.34","-0.24%"
"Jun 28, 2019","122.68","122.55","122.80","122.28","0.10%"
"Jun 27, 2019","122.56","122.52","122.90","122.39","0.01%"
"Jun 26, 2019","122.55","121.83","122.66","121.77","0.59%"
"Jun 25, 2019","121.83","122.31","122.50","121.64","-0.39%"
"Jun 24, 2019","122.31","122.00","122.42","121.97","0.25%"
"Jun 21, 2019","122.00","121.17","122.14","120.94","0.68%"
"Jun 20, 2019","121.18","121.36","121.95","121.09","-0.15%"
"Jun 19, 2019","121.36","121.38","121.71","121.16","-0.02%"
"Jun 18, 2019","121.39","121.80","121.89","121.06","-0.32%"
"Jun 17, 2019","121.78","121.75","122.17","121.47","0.07%"
"Jun 14, 2019","121.69","122.28","122.35","121.59","-0.43%"
"Jun 13, 2019","122.22","122.50","122.58","122.14","-0.23%"
"Jun 12, 2019","122.50","122.92","123.08","122.42","-0.38%"
"Jun 11, 2019","122.97","122.68","123.19","122.63","0.22%"
"Jun 10, 2019","122.70","122.53","123.04","122.44","0.07%"
"Jun 07, 2019","122.62","122.25","122.75","122.10","0.30%"
"Jun 06, 2019","122.25","121.80","122.42","121.29","0.44%"
"Jun 05, 2019","121.71","121.69","122.29","121.55","0.02%"
"Jun 04, 2019","121.69","121.47","121.78","121.28","0.17%"
"Jun 03, 2019","121.48","121.19","121.67","120.77","0.32%"
"May 31, 2019","121.09","122.05","122.13","120.92","-0.75%"
"May 30, 2019","122.00","121.98","122.30","121.89","0.01%"
"May 29, 2019","121.99","122.08","122.23","121.57","-0.07%"
"May 28, 2019","122.07","122.63","122.72","122.00","-0.46%"
"May 27, 2019","122.64","122.41","122.85","122.33","0.14%"
"May 24, 2019","122.47","122.56","122.86","122.42","-0.07%"
"May 23, 2019","122.55","123.05","123.13","122.13","-0.43%"
"May 22, 2019","123.08","123.39","123.53","122.95","-0.20%"
"May 21, 2019","123.33","122.97","123.78","122.67","0.32%"
"May 20, 2019","122.94","122.59","123.22","122.53","0.08%"
"May 17, 2019","122.84","122.75","122.98","122.25","0.07%"
"May 16, 2019","122.75","122.77","123.00","122.54","-0.02%"
"May 15, 2019","122.77","122.89","123.11","122.08","-0.10%"
"May 14, 2019","122.89","122.72","123.42","122.58","0.16%"
"May 13, 2019","122.69","123.39","123.50","122.52","-0.68%"
"May 10, 2019","123.53","123.09","123.64","123.03","0.32%"
"May 09, 2019","123.14","123.25","123.34","122.48","-0.06%"
"May 08, 2019","123.22","123.36","123.52","123.08","-0.14%"
"May 07, 2019","123.39","124.05","124.27","123.09","-0.54%"
"May 06, 2019","124.06","123.87","124.35","123.37","-0.32%"
"May 03, 2019","124.46","124.65","124.73","124.26","-0.16%"
"May 02, 2019","124.66","124.78","125.14","124.53","-0.04%"
"May 01, 2019","124.71","125.01","125.21","124.66","-0.21%"
"Apr 30, 2019","124.97","124.88","125.06","124.39","0.06%"
"Apr 29, 2019","124.89","124.44","125.08","124.32","0.38%"
"Apr 26, 2019","124.42","124.26","124.65","123.98","0.12%"
"Apr 25, 2019","124.27","125.20","125.23","124.12","-0.69%"
"Apr 24, 2019","125.13","125.60","125.68","124.80","-0.38%"
"Apr 23, 2019","125.61","126.05","126.11","125.28","-0.33%"
"Apr 22, 2019","126.03","125.88","126.12","125.75","0.11%"
"Apr 19, 2019","125.89","125.86","125.97","125.70","0.10%"
"Apr 18, 2019","125.76","126.60","126.71","125.67","-0.66%"
"Apr 17, 2019","126.59","126.36","126.89","126.31","0.19%"
"Apr 16, 2019","126.35","126.66","126.77","126.19","-0.28%"
"Apr 15, 2019","126.70","126.58","126.81","126.47","0.07%"
"Apr 12, 2019","126.61","125.64","126.81","125.62","0.76%"
"Apr 11, 2019","125.66","125.16","125.78","125.05","0.40%"
"Apr 10, 2019","125.16","125.16","125.45","124.77","-0.01%"
"Apr 09, 2019","125.17","125.64","125.69","125.11","-0.29%"
"Apr 08, 2019","125.54","125.33","125.69","124.99","0.18%"
"Apr 05, 2019","125.32","125.31","125.55","125.20","0.02%"
"Apr 04, 2019","125.30","125.23","125.41","124.95","0.04%"
"Apr 03, 2019","125.25","124.71","125.47","124.60","0.41%"
"Apr 02, 2019","124.74","124.91","124.95","124.47","-0.10%"
"Apr 01, 2019","124.86","124.34","124.97","124.25","0.40%"
"Mar 29, 2019","124.36","124.15","124.67","124.12","0.10%"
"Mar 28, 2019","124.23","124.27","124.47","123.66","-0.02%"
"Mar 27, 2019","124.26","124.65","124.76","124.03","-0.30%"
"Mar 26, 2019","124.64","124.40","125.06","124.35","0.19%"
"Mar 25, 2019","124.40","124.40","124.85","123.89","0.02%"
"Mar 22, 2019","124.37","126.04","126.21","123.82","-1.32%"
"Mar 21, 2019","126.04","126.34","126.63","125.68","-0.24%"
"Mar 20, 2019","126.34","126.44","126.92","126.31","-0.08%"
"Mar 19, 2019","126.44","126.36","126.64","126.08","0.09%"
"Mar 18, 2019","126.32","126.19","126.71","126.09","0.06%"
"Mar 15, 2019","126.24","126.29","126.59","126.09","-0.03%"
"Mar 14, 2019","126.28","125.92","126.60","125.91","0.29%"
"Mar 13, 2019","125.91","125.70","126.06","125.44","0.16%"
"Mar 12, 2019","125.71","125.10","125.87","125.02","0.48%"
"Mar 11, 2019","125.11","124.92","125.25","124.48","0.13%"
"Mar 08, 2019","124.95","124.92","125.08","124.28","0.02%"
"Mar 07, 2019","124.92","126.37","126.49","124.66","-1.15%"
"Mar 06, 2019","126.37","126.52","126.65","126.17","-0.13%"
"Mar 05, 2019","126.53","126.71","126.98","126.34","-0.15%"
"Mar 04, 2019","126.72","127.30","127.47","126.42","-0.48%"
"Mar 01, 2019","127.33","126.69","127.61","126.56","0.53%"
"Feb 28, 2019","126.66","126.19","126.94","125.88","0.37%"
"Feb 27, 2019","126.19","125.95","126.38","125.50","0.13%"
"Feb 26, 2019","126.03","126.25","126.31","125.72","-0.10%"
"Feb 25, 2019","126.16","125.50","126.31","125.30","0.48%"
"Feb 22, 2019","125.56","125.50","125.83","125.36","0.05%"
"Feb 21, 2019","125.50","125.67","125.88","125.29","-0.14%"
"Feb 20, 2019","125.68","125.48","125.97","125.33","0.18%"
"Feb 19, 2019","125.46","125.11","125.58","124.73","0.27%"
"Feb 18, 2019","125.12","124.74","125.33","124.64","0.30%"
"Feb 15, 2019","124.75","124.79","124.97","124.21","-0.03%"
"Feb 14, 2019","124.79","125.02","125.47","124.72","-0.17%"
"Feb 13, 2019","125.00","125.14","125.56","124.97","-0.10%"
"Feb 12, 2019","125.13","124.48","125.30","124.40","0.54%"
"Feb 11, 2019","124.46","124.30","124.90","124.18","0.10%"
"Feb 08, 2019","124.33","124.61","124.73","124.16","-0.22%"
"Feb 07, 2019","124.61","124.95","125.12","124.33","-0.26%"
"Feb 06, 2019","124.94","125.53","125.58","124.81","-0.46%"
"Feb 05, 2019","125.52","125.70","125.90","125.26","-0.15%"
"Feb 04, 2019","125.71","125.44","125.98","125.33","0.22%"
"Feb 01, 2019","125.44","124.65","125.77","124.36","0.64%"
"Jan 31, 2019","124.64","125.16","125.31","124.47","-0.42%"
"Jan 30, 2019","125.16","125.06","125.50","124.88","0.08%"
"Jan 29, 2019","125.06","124.99","125.29","124.66","0.09%"
"Jan 28, 2019","124.95","124.94","125.08","124.59","-0.02%"
"Jan 25, 2019","124.97","123.98","125.36","123.76","0.81%"
"Jan 24, 2019","123.97","124.72","124.92","123.78","-0.61%"
"Jan 23, 2019","124.73","124.22","124.95","124.19","0.39%"
"Jan 22, 2019","124.24","124.64","124.84","124.01","-0.34%"
"Jan 21, 2019","124.66","124.77","125.19","124.51","-0.06%"
"Jan 18, 2019","124.74","124.51","125.01","124.21","0.22%"
"Jan 17, 2019","124.47","124.30","124.70","123.72","0.09%"
"Jan 16, 2019","124.36","124.06","124.44","123.53","0.27%"
"Jan 15, 2019","124.03","124.09","124.89","123.39","-0.09%"
"Jan 14, 2019","124.14","124.55","124.55","123.75","-0.29%"
"Jan 11, 2019","124.50","124.69","125.03","124.22","-0.15%"
"Jan 10, 2019","124.69","124.85","125.07","124.34","-0.12%"
"Jan 09, 2019","124.84","124.44","125.11","124.36","0.34%"
"Jan 08, 2019","124.42","124.77","124.89","124.11","-0.26%"
"Jan 07, 2019","124.75","123.69","124.83","123.42","0.87%"
"Jan 04, 2019","123.67","122.65","123.90","122.58","0.82%"
"Jan 03, 2019","122.67","123.53","123.62","118.93","-0.68%"
"Jan 02, 2019","123.51","125.79","125.85","123.49","-1.80%"
"Jan 01, 2019","125.78","125.64","126.64","125.28","0.07%"
"Dec 31, 2018","125.69","126.19","126.50","125.36","-0.40%"
"Dec 28, 2018","126.19","126.88","126.97","126.05","-0.55%"
"Dec 27, 2018","126.89","126.43","127.08","125.92","0.36%"
"Dec 26, 2018","126.43","125.32","126.49","125.13","0.89%"
"Dec 25, 2018","125.31","125.90","126.05","125.23","-0.48%"
"Dec 24, 2018","125.91","126.51","126.80","125.77","-0.46%"
"Dec 21, 2018","126.49","127.38","127.71","126.35","-0.70%"
"Dec 20, 2018","127.38","127.95","128.38","127.17","-0.46%"
"Dec 19, 2018","127.97","127.86","128.41","127.53","0.10%"
"Dec 18, 2018","127.84","128.03","128.12","127.62","-0.16%"
"Dec 17, 2018","128.04","128.26","128.61","127.84","-0.16%"
"Dec 14, 2018","128.24","129.10","129.25","127.97","-0.68%"
"Dec 13, 2018","129.12","128.81","129.28","128.71","0.26%"
"Dec 12, 2018","128.79","128.31","128.88","128.25","0.37%"
"Dec 11, 2018","128.31","128.68","128.99","128.13","-0.32%"
"Dec 10, 2018","128.72","128.25","128.95","128.10","0.35%"
"Dec 07, 2018","128.27","128.19","128.70","128.11","0.07%"
"Dec 06, 2018","128.18","128.44","128.49","127.66","-0.18%"
"Dec 05, 2018","128.41","127.92","128.50","127.75","0.35%"
"Dec 04, 2018","127.96","129.05","129.09","127.59","-0.85%"
"Dec 03, 2018","129.06","128.42","129.42","128.40","0.50%"
"Nov 30, 2018","128.42","129.29","129.36","128.41","-0.67%"
"Nov 29, 2018","129.29","129.24","129.34","128.65","0.05%"
"Nov 28, 2018","129.22","128.46","129.26","128.21","0.61%"
"Nov 27, 2018","128.44","128.67","128.85","128.33","-0.19%"
"Nov 26, 2018","128.68","128.13","128.93","127.91","0.45%"
"Nov 23, 2018","128.10","128.85","128.95","127.80","-0.58%"
"Nov 22, 2018","128.85","128.71","129.12","128.62","0.11%"
"Nov 21, 2018","128.71","128.23","129.09","128.08","0.38%"
"Nov 20, 2018","128.22","128.91","129.03","127.94","-0.54%"
"Nov 19, 2018","128.91","128.86","129.10","128.45","0.04%"
"Nov 16, 2018","128.86","128.74","128.94","128.11","0.10%"
"Nov 15, 2018","128.73","128.50","129.09","127.76","0.17%"
"Nov 14, 2018","128.51","128.51","129.26","128.13","0.00%"
"Nov 13, 2018","128.51","127.71","128.78","127.48","0.63%"
"Nov 12, 2018","127.70","128.99","129.20","127.61","-1.03%"
"Nov 09, 2018","129.03","129.62","129.68","128.72","-0.46%"
"Nov 08, 2018","129.62","129.68","130.13","129.37","-0.07%"
"Nov 07, 2018","129.71","129.63","130.18","129.37","0.07%"
"Nov 06, 2018","129.62","129.13","129.69","128.85","0.39%"
"Nov 05, 2018","129.12","128.93","129.34","128.64","0.16%"
"Nov 02, 2018","128.91","128.58","129.36","128.37","0.25%"
"Nov 01, 2018","128.59","127.75","128.79","127.61","0.66%"
"Oct 31, 2018","127.75","128.35","128.57","127.62","-0.43%"
"Oct 30, 2018","128.30","127.78","128.44","127.69","0.39%"
"Oct 29, 2018","127.80","127.65","128.26","127.22","0.13%"
"Oct 26, 2018","127.63","127.88","127.94","126.62","-0.20%"
"Oct 25, 2018","127.88","127.89","128.47","127.47","0.00%"
"Oct 24, 2018","127.88","128.99","129.24","127.75","-0.87%"
"Oct 23, 2018","129.00","129.34","129.41","128.19","-0.27%"
"Oct 22, 2018","129.35","129.53","130.25","129.21","-0.19%"
"Oct 19, 2018","129.59","128.47","129.71","128.40","0.85%"
"Oct 18, 2018","128.50","129.54","129.76","128.30","-0.82%"
"Oct 17, 2018","129.56","129.94","130.18","129.15","-0.28%"
"Oct 16, 2018","129.93","129.42","130.31","129.40","0.39%"
"Oct 15, 2018","129.42","129.67","129.83","129.13","-0.25%"
"Oct 12, 2018","129.74","130.05","130.52","129.34","-0.23%"
"Oct 11, 2018","130.04","129.32","130.21","129.16","0.54%"
"Oct 10, 2018","129.34","129.80","130.52","129.29","-0.35%"
"Oct 09, 2018","129.79","130.13","130.25","129.31","-0.26%"
"Oct 08, 2018","130.13","130.99","131.27","129.49","-0.71%"
"Oct 05, 2018","131.06","131.18","131.41","130.59","-0.09%"
"Oct 04, 2018","131.18","131.44","131.59","130.72","-0.21%"
"Oct 03, 2018","131.46","131.24","131.99","130.95","0.15%"
"Oct 02, 2018","131.26","131.91","132.03","130.71","-0.49%"
"Oct 01, 2018","131.90","131.99","132.50","131.72","-0.07%"
"Sep 28, 2018","131.99","131.97","132.33","131.14","0.00%"
"Sep 27, 2018","131.99","132.34","132.71","131.56","-0.26%"
"Sep 26, 2018","132.34","133.00","133.12","132.19","-0.50%"
"Sep 25, 2018","133.00","132.50","133.12","132.34","0.36%"
"Sep 24, 2018","132.52","132.30","133.09","131.90","0.18%"
"Sep 21, 2018","132.28","132.47","133.15","132.12","-0.15%"
"Sep 20, 2018","132.48","131.05","132.53","130.87","1.08%"
"Sep 19, 2018","131.07","131.07","131.70","130.76","-0.02%"
"Sep 18, 2018","131.10","130.69","131.53","130.29","0.32%"
"Sep 17, 2018","130.68","130.24","131.06","130.07","0.28%"
"Sep 14, 2018","130.32","130.85","131.15","130.16","-0.40%"
"Sep 13, 2018","130.84","129.35","130.97","129.23","1.14%"
"Sep 12, 2018","129.36","129.54","129.85","128.91","-0.16%"
"Sep 11, 2018","129.57","128.84","129.84","128.75","0.57%"
"Sep 10, 2018","128.84","128.29","129.10","127.86","0.41%"
"Sep 07, 2018","128.32","128.75","129.16","128.03","-0.31%"
"Sep 06, 2018","128.72","129.72","129.84","128.48","-0.76%"
"Sep 05, 2018","129.71","129.07","129.98","128.59","0.48%"
"Sep 04, 2018","129.09","129.12","129.21","128.30","-0.02%"
"Sep 03, 2018","129.12","128.81","129.16","128.54","0.19%"
"Aug 31, 2018","128.87","129.53","129.88","128.56","-0.51%"
"Aug 30, 2018","129.53","130.72","130.88","129.37","-0.93%"
"Aug 29, 2018","130.75","130.04","130.88","129.56","0.55%"
"Aug 28, 2018","130.04","129.74","130.31","129.61","0.25%"
"Aug 27, 2018","129.72","129.38","129.84","128.76","0.33%"
"Aug 24, 2018","129.29","128.42","129.47","128.32","0.67%"
"Aug 23, 2018","128.43","128.19","128.77","127.89","0.17%"
"Aug 22, 2018","128.21","127.61","128.30","127.30","0.45%"
"Aug 21, 2018","127.63","126.39","128.09","126.27","0.99%"
"Aug 20, 2018","126.38","126.44","126.53","126.06","-0.01%"
"Aug 17, 2018","126.39","126.16","126.61","125.55","0.17%"
"Aug 16, 2018","126.17","125.64","126.52","125.28","0.42%"
"Aug 15, 2018","125.64","126.09","126.40","124.88","-0.36%"
"Aug 14, 2018","126.09","126.34","127.02","125.79","-0.19%"
"Aug 13, 2018","126.33","126.36","126.81","125.14","-0.21%"
"Aug 10, 2018","126.59","128.06","128.13","125.97","-1.14%"
"Aug 09, 2018","128.05","128.87","129.03","128.01","-0.64%"
"Aug 08, 2018","128.87","129.19","129.47","128.51","-0.26%"
"Aug 07, 2018","129.20","128.74","129.26","128.58","0.38%"
"Aug 06, 2018","128.71","128.73","128.89","128.47","0.00%"
"Aug 03, 2018","128.71","129.32","129.54","128.62","-0.49%"
"Aug 02, 2018","129.34","130.26","130.34","129.24","-0.71%"
