"Date","Price","Open","High","Low","Change %"
"Mar 08, 2020","0.8667","0.8682","0.8694","0.8664","0.21%"
"Mar 06, 2020","0.8649","0.8669","0.8720","0.8646","-0.23%"
"Mar 05, 2020","0.8669","0.8651","0.8689","0.8620","0.21%"
"Mar 04, 2020","0.8651","0.8720","0.8746","0.8649","-0.80%"
"Mar 03, 2020","0.8721","0.8731","0.8747","0.8681","-0.10%"
"Mar 02, 2020","0.8730","0.8582","0.8743","0.8582","1.51%"
"Feb 28, 2020","0.8600","0.8536","0.8641","0.8519","0.74%"
"Feb 27, 2020","0.8537","0.8434","0.8545","0.8427","1.26%"
"Feb 26, 2020","0.8431","0.8367","0.8445","0.8355","0.78%"
"Feb 25, 2020","0.8366","0.8391","0.8403","0.8338","-0.33%"
"Feb 24, 2020","0.8394","0.8365","0.8411","0.8344","0.39%"
"Feb 21, 2020","0.8361","0.8373","0.8387","0.8343","-0.13%"
"Feb 20, 2020","0.8372","0.8363","0.8419","0.8357","0.11%"
"Feb 19, 2020","0.8363","0.8304","0.8370","0.8294","0.73%"
"Feb 18, 2020","0.8302","0.8330","0.8349","0.8280","-0.32%"
"Feb 17, 2020","0.8329","0.8312","0.8337","0.8298","0.33%"
"Feb 14, 2020","0.8302","0.8309","0.8346","0.8298","-0.10%"
"Feb 13, 2020","0.8310","0.8390","0.8401","0.8295","-0.94%"
"Feb 12, 2020","0.8389","0.8427","0.8433","0.8380","-0.45%"
"Feb 11, 2020","0.8427","0.8448","0.8460","0.8419","-0.25%"
"Feb 10, 2020","0.8448","0.8491","0.8505","0.8440","-0.48%"
"Feb 07, 2020","0.8489","0.8494","0.8499","0.8461","-0.04%"
"Feb 06, 2020","0.8492","0.8459","0.8498","0.8457","0.39%"
"Feb 05, 2020","0.8459","0.8476","0.8492","0.8434","-0.19%"
"Feb 04, 2020","0.8475","0.8509","0.8539","0.8463","-0.42%"
"Feb 03, 2020","0.8511","0.8394","0.8521","0.8394","1.27%"
"Jan 31, 2020","0.8404","0.8425","0.8433","0.8386","-0.25%"
"Jan 30, 2020","0.8425","0.8456","0.8489","0.8411","-0.38%"
"Jan 29, 2020","0.8457","0.8460","0.8469","0.8446","-0.04%"
"Jan 28, 2020","0.8460","0.8439","0.8480","0.8433","0.24%"
"Jan 27, 2020","0.8440","0.8431","0.8451","0.8408","0.12%"
"Jan 24, 2020","0.8430","0.8424","0.8446","0.8387","0.07%"
"Jan 23, 2020","0.8424","0.8439","0.8458","0.8417","-0.20%"
"Jan 22, 2020","0.8441","0.8492","0.8503","0.8423","-0.62%"
"Jan 21, 2020","0.8494","0.8527","0.8537","0.8490","-0.40%"
"Jan 20, 2020","0.8528","0.8531","0.8555","0.8518","0.05%"
"Jan 17, 2020","0.8524","0.8515","0.8534","0.8488","0.09%"
"Jan 16, 2020","0.8516","0.8552","0.8565","0.8509","-0.43%"
"Jan 15, 2020","0.8553","0.8549","0.8579","0.8537","0.05%"
"Jan 14, 2020","0.8549","0.8572","0.8600","0.8540","-0.28%"
"Jan 13, 2020","0.8573","0.8518","0.8583","0.8514","0.67%"
"Jan 10, 2020","0.8516","0.8500","0.8521","0.8478","0.20%"
"Jan 09, 2020","0.8499","0.8476","0.8534","0.8470","0.25%"
"Jan 08, 2020","0.8478","0.8498","0.8519","0.8454","-0.24%"
"Jan 07, 2020","0.8498","0.8502","0.8529","0.8465","-0.07%"
"Jan 06, 2020","0.8504","0.8539","0.8546","0.8490","-0.28%"
"Jan 03, 2020","0.8528","0.8498","0.8545","0.8490","0.34%"
"Jan 02, 2020","0.8499","0.8458","0.8516","0.8458","0.47%"
"Jan 01, 2020","0.8459","0.8454","0.8475","0.8449","0.11%"
"Dec 31, 2019","0.8450","0.8539","0.8554","0.8450","-1.04%"
"Dec 30, 2019","0.8539","0.8557","0.8558","0.8511","-0.08%"
"Dec 27, 2019","0.8546","0.8542","0.8567","0.8508","0.06%"
"Dec 26, 2019","0.8541","0.8558","0.8565","0.8529","-0.19%"
"Dec 25, 2019","0.8557","0.8565","0.8590","0.8533","-0.09%"
"Dec 24, 2019","0.8565","0.8571","0.8586","0.8543","-0.08%"
"Dec 23, 2019","0.8572","0.8528","0.8593","0.8505","0.61%"
"Dec 20, 2019","0.8520","0.8549","0.8554","0.8475","-0.34%"
"Dec 19, 2019","0.8549","0.8498","0.8558","0.8477","0.60%"
"Dec 18, 2019","0.8498","0.8491","0.8518","0.8484","0.07%"
"Dec 17, 2019","0.8492","0.8358","0.8512","0.8354","1.59%"
"Dec 16, 2019","0.8359","0.8344","0.8367","0.8302","0.17%"
"Dec 13, 2019","0.8345","0.8452","0.8457","0.8276","-1.30%"
"Dec 12, 2019","0.8455","0.8430","0.8511","0.8421","0.24%"
"Dec 11, 2019","0.8435","0.8431","0.8464","0.8411","0.04%"
"Dec 10, 2019","0.8432","0.8412","0.8434","0.8396","0.18%"
"Dec 09, 2019","0.8417","0.8414","0.8429","0.8393","-0.01%"
"Dec 06, 2019","0.8418","0.8440","0.8469","0.8411","-0.26%"
"Dec 05, 2019","0.8440","0.8454","0.8457","0.8428","-0.17%"
"Dec 04, 2019","0.8454","0.8529","0.8531","0.8450","-0.88%"
"Dec 03, 2019","0.8529","0.8564","0.8573","0.8512","-0.40%"
"Dec 02, 2019","0.8563","0.8525","0.8576","0.8515","0.53%"
"Nov 29, 2019","0.8518","0.8525","0.8544","0.8510","-0.09%"
"Nov 28, 2019","0.8526","0.8512","0.8534","0.8498","0.18%"
"Nov 27, 2019","0.8511","0.8565","0.8585","0.8509","-0.63%"
"Nov 26, 2019","0.8565","0.8539","0.8583","0.8529","0.32%"
"Nov 25, 2019","0.8538","0.8591","0.8591","0.8528","-0.62%"
"Nov 22, 2019","0.8591","0.8563","0.8608","0.8560","0.34%"
"Nov 21, 2019","0.8562","0.8568","0.8580","0.8542","-0.07%"
"Nov 20, 2019","0.8568","0.8569","0.8584","0.8559","-0.04%"
"Nov 19, 2019","0.8571","0.8548","0.8583","0.8537","0.28%"
"Nov 18, 2019","0.8547","0.8564","0.8573","0.8522","-0.23%"
"Nov 15, 2019","0.8567","0.8558","0.8575","0.8550","0.12%"
"Nov 14, 2019","0.8557","0.8565","0.8583","0.8544","-0.09%"
"Nov 13, 2019","0.8565","0.8568","0.8590","0.8556","-0.06%"
"Nov 12, 2019","0.8570","0.8582","0.8607","0.8558","-0.14%"
"Nov 11, 2019","0.8582","0.8626","0.8626","0.8557","-0.53%"
"Nov 08, 2019","0.8628","0.8625","0.8633","0.8598","0.06%"
"Nov 07, 2019","0.8623","0.8609","0.8660","0.8602","0.17%"
"Nov 06, 2019","0.8608","0.8593","0.8618","0.8589","0.15%"
"Nov 05, 2019","0.8595","0.8637","0.8647","0.8585","-0.49%"
"Nov 04, 2019","0.8637","0.8621","0.8649","0.8621","0.06%"
"Nov 01, 2019","0.8632","0.8617","0.8639","0.8595","0.17%"
"Oct 31, 2019","0.8617","0.8642","0.8649","0.8600","-0.28%"
"Oct 30, 2019","0.8641","0.8636","0.8650","0.8611","0.06%"
"Oct 29, 2019","0.8636","0.8628","0.8652","0.8607","0.08%"
"Oct 28, 2019","0.8629","0.8640","0.8655","0.8617","-0.14%"
"Oct 25, 2019","0.8641","0.8641","0.8673","0.8630","0.01%"
"Oct 24, 2019","0.8640","0.8616","0.8678","0.8598","0.27%"
"Oct 23, 2019","0.8617","0.8643","0.8661","0.8615","-0.29%"
"Oct 22, 2019","0.8642","0.8603","0.8646","0.8576","0.45%"
"Oct 21, 2019","0.8603","0.8623","0.8662","0.8577","-0.09%"
"Oct 18, 2019","0.8611","0.8631","0.8665","0.8599","-0.22%"
"Oct 17, 2019","0.8630","0.8629","0.8704","0.8572","0.01%"
"Oct 16, 2019","0.8629","0.8628","0.8719","0.8597","0.01%"
"Oct 15, 2019","0.8628","0.8748","0.8753","0.8626","-1.37%"
"Oct 14, 2019","0.8748","0.8730","0.8812","0.8714","0.21%"
"Oct 11, 2019","0.8730","0.8847","0.8872","0.8693","-1.30%"
"Oct 10, 2019","0.8845","0.8989","0.9022","0.8831","-1.59%"
"Oct 09, 2019","0.8988","0.8967","0.8997","0.8939","0.25%"
"Oct 08, 2019","0.8966","0.8925","0.9003","0.8921","0.46%"
"Oct 07, 2019","0.8925","0.8904","0.8935","0.8901","0.27%"
"Oct 04, 2019","0.8901","0.8892","0.8940","0.8880","0.08%"
"Oct 03, 2019","0.8894","0.8909","0.8924","0.8847","-0.17%"
"Oct 02, 2019","0.8909","0.8885","0.8926","0.8878","0.30%"
"Oct 01, 2019","0.8882","0.8869","0.8939","0.8845","0.16%"
"Sep 30, 2019","0.8868","0.8903","0.8910","0.8831","-0.37%"
"Sep 27, 2019","0.8901","0.8861","0.8905","0.8844","0.43%"
"Sep 26, 2019","0.8863","0.8859","0.8888","0.8842","0.03%"
"Sep 25, 2019","0.8860","0.8823","0.8884","0.8814","0.42%"
