"Date","Price","Open","High","Low","Change %"
"Mar 06, 2020","0.8860","0.8911","0.8918","0.8806","-0.42%"
"Mar 05, 2020","0.8897","0.8980","0.8994","0.8892","-0.92%"
"Mar 04, 2020","0.8980","0.8951","0.9013","0.8939","0.32%"
"Mar 03, 2020","0.8951","0.8982","0.9012","0.8919","-0.35%"
"Mar 02, 2020","0.8982","0.9089","0.9089","0.8940","-0.96%"
"Feb 28, 2020","0.9069","0.9089","0.9132","0.9047","-0.24%"
"Feb 27, 2020","0.9091","0.9188","0.9193","0.9086","-1.09%"
"Feb 26, 2020","0.9191","0.9191","0.9213","0.9166","0.00%"
"Feb 25, 2020","0.9191","0.9213","0.9234","0.9183","-0.24%"
"Feb 24, 2020","0.9213","0.9225","0.9255","0.9198","-0.09%"
"Feb 21, 2020","0.9221","0.9272","0.9274","0.9205","-0.56%"
"Feb 20, 2020","0.9273","0.9254","0.9280","0.9242","0.21%"
"Feb 19, 2020","0.9254","0.9267","0.9276","0.9249","-0.13%"
"Feb 18, 2020","0.9266","0.9226","0.9272","0.9226","0.40%"
"Feb 17, 2020","0.9229","0.9231","0.9241","0.9215","-0.03%"
"Feb 14, 2020","0.9232","0.9225","0.9237","0.9208","0.09%"
"Feb 13, 2020","0.9224","0.9196","0.9230","0.9183","0.29%"
"Feb 12, 2020","0.9197","0.9161","0.9205","0.9153","0.39%"
"Feb 11, 2020","0.9161","0.9165","0.9183","0.9154","-0.04%"
"Feb 10, 2020","0.9165","0.9131","0.9168","0.9125","0.32%"
"Feb 07, 2020","0.9136","0.9104","0.9140","0.9103","0.32%"
"Feb 06, 2020","0.9107","0.9091","0.9120","0.9078","0.16%"
"Feb 05, 2020","0.9092","0.9054","0.9097","0.9052","0.41%"
"Feb 04, 2020","0.9055","0.9042","0.9064","0.9038","0.14%"
"Feb 03, 2020","0.9042","0.9016","0.9062","0.9012","0.31%"
"Jan 31, 2020","0.9014","0.9065","0.9077","0.9012","-0.55%"
"Jan 30, 2020","0.9064","0.9083","0.9086","0.9058","-0.20%"
"Jan 29, 2020","0.9082","0.9073","0.9099","0.9067","0.10%"
"Jan 28, 2020","0.9073","0.9075","0.9093","0.9071","-0.02%"
"Jan 27, 2020","0.9075","0.9073","0.9084","0.9058","0.04%"
"Jan 24, 2020","0.9071","0.9046","0.9075","0.9040","0.28%"
